Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
54,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.1436285097192225,926|114|140|125|142|124|148|133|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,447|60|73|50|70|61|73|60|,479|54|67|75|72|63|75|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,447|60|73|50|70|61|73|60|,478|54|66|75|72|63|75|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,925,1,447,1821|218|333|223|381|205|210|251|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2747|332|473|348|523|329|358|384|,647|32|173|48|223|29|58|84|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|299|300|301|300|300|,737|108|92|105|84|115|132|101|,1363|192|208|194|216|186|168|199|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1363|199|201|184|199|198|187|195|,304|48|41|47|42|52|31|43|,1059|151|160|137|157|146|156|152|,20|20|20|20|20|20|20|20|,0.8673298144787726|0.8529355186211142|0.8704591836734694|0.8604959999999999|0.8622049196587979|0.8578466441207075|0.8637463476990503|0.8652552433715869|,0.8725701943844493|0.8640350877192983|0.8785714285714286|0.872|0.8697183098591549|0.875|0.8648648648648649|0.8834586466165414|,0.03995680345572354,0.06587473002159827,0.18250539956803455,0.15172786177105832,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926|114|140|125|142|124|148|133|,151|160|137|157|146|156|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,72|76|71|76|77|80|73|,0|0|0|0|0|0|0|,0,0,0,0,0,0
55,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9121813031161473,1059|151|160|137|157|146|156|152|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,523|73|81|70|74|72|77|76|,536|78|79|67|83|74|79|76|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1059,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1059|151|160|137|157|146|156|152|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1059|151|160|137|157|146|156|152|,0|0|0|0|0|0|0|0|,1059|151|160|137|157|146|156|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1059|151|160|137|157|146|156|152|,93|13|17|9|12|11|13|18|,966|138|143|128|145|135|143|134|,20|20|20|20|20|20|20|20|,0.867060832952141|0.8567058462348143|0.86390625|0.8651366615163301|0.8592843523063816|0.8613834678176018|0.8563034188034189|0.8592559729916898|,0.8644948064211521|0.8377483443708609|0.846875|0.8941605839416058|0.8757961783439491|0.8801369863013698|0.8589743589743589|0.8618421052631579|,0.039660056657223795,0.05524079320113314,0.176109537299339,0.14636449480642116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059|151|160|137|157|146|156|152|,138|143|128|145|135|143|134|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
56,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.2370600414078674,966|138|143|128|145|135|143|134|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,477|69|70|64|69|68|70|67|,489|69|73|64|76|67|73|67|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,477|69|70|64|69|68|70|67|,489|69|73|64|76|67|73|67|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,966,0,477,2212|288|323|292|351|352|330|276|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3178|426|466|420|496|487|473|410|,1078|126|166|120|196|187|173|110|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|300|300|300|300|300|,643|98|95|86|90|91|90|93|,1457|202|205|214|210|209|210|207|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1457|210|205|213|207|221|213|188|,262|38|33|35|31|45|41|39|,1195|172|172|178|176|176|172|149|,20|20|20|20|20|20|20|20|,0.8671655650287841|0.8560045158580131|0.8633429507555381|0.86383056640625|0.8574435196195006|0.8606310013717421|0.8569978972076874|0.8610074626865671|,0.8669772256728778|0.8369565217391305|0.8426573426573427|0.8984375|0.8862068965517241|0.8777777777777778|0.8636363636363636|0.8656716417910447|,0.040372670807453416,0.05538302277432712,0.17391304347826086,0.15010351966873706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966|138|143|128|145|135|143|134|,172|172|178|176|176|172|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,92|82|93|86|85|93|67|,0|0|0|0|0|0|0|,0,0,0,0,0,0
57,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.899581589958159,1195|172|172|178|176|176|172|149|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,604|89|93|83|98|80|95|66|,591|83|79|95|78|96|77|83|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1195,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1195|172|172|178|176|176|172|149|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1195|172|172|178|176|176|172|149|,0|0|0|0|0|0|0|0|,1195|172|172|178|176|176|172|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1195|172|172|178|176|176|172|149|,120|20|19|15|13|17|18|18|,1075|152|153|163|163|159|154|131|,20|20|20|20|20|20|20|20|,0.8652978764377375|0.8610228501892916|0.8538483639805301|0.8625962630980937|0.863620222107438|0.8647178460743802|0.8589524743104381|0.855817305526778|,0.8518828451882845|0.8459302325581395|0.8662790697674418|0.8623595505617978|0.8465909090909091|0.8522727272727273|0.8546511627906976|0.8322147651006712|,0.04686192468619247,0.05690376569037657,0.19748953974895397,0.15606694560669457,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195|172|172|178|176|176|172|149|,152|153|163|163|159|154|131|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
58,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8558139534883721,1075|152|153|163|163|159|154|131|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,548|81|81|77|92|72|86|59|,527|71|72|86|71|87|68|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,548|81|81|77|92|72|86|59|,527|71|72|86|71|87|68|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1075,0,548,1395|180|182|172|275|212|226|148|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2470|332|335|335|438|371|380|279|,391|32|35|35|138|71|80|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2081|300|301|302|299|300|300|279|,912|133|137|145|112|131|123|131|,1169|167|164|157|187|169|177|148|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1169|170|161|155|183|163|175|162|,249|31|41|20|42|41|40|34|,920|139|120|135|141|122|135|128|,20|20|20|20|20|20|20|20|,0.864594050838291|0.8565399930747922|0.8531440898799607|0.8620572848056005|0.8626406714592194|0.8658874253391875|0.858249704840614|0.8547287454111067|,0.8511627906976744|0.8322368421052632|0.8758169934640523|0.8588957055214724|0.8374233128834356|0.8490566037735849|0.8603896103896104|0.8435114503816794|,0.045116279069767444,0.053023255813953486,0.2,0.15488372093023256,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075|152|153|163|163|159|154|131|,139|120|135|141|122|135|128|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,68|63|75|58|65|76|70|,0|0|0|0|0|0|0|,0,0,0,0,0,0
59,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8913043478260869,920|139|120|135|141|122|135|128|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,428|63|54|63|74|59|69|46|,492|76|66|72|67|63|66|82|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,920,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,920|139|120|135|141|122|135|128|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,920|139|120|135|141|122|135|128|,0|0|0|0|0|0|0|0|,920|139|120|135|141|122|135|128|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,920|139|120|135|141|122|135|128|,100|13|9|16|18|13|13|18|,820|126|111|119|123|109|122|110|,20|20|20|20|20|20|20|20|,0.8606066871455577|0.8634905025619792|0.8551562500000001|0.8600274348422496|0.8509758060459736|0.8595303681805966|0.8560082304526748|0.8532562255859375|,0.8646739130434783|0.8561151079136691|0.8791666666666667|0.8851851851851852|0.875886524822695|0.8647540983606558|0.8296296296296296|0.86328125|,0.04076086956521739,0.05489130434782609,0.1967391304347826,0.16793478260869565,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920|139|120|135|141|122|135|128|,126|111|119|123|109|122|110|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
60,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.7902439024390244,820|126|111|119|123|109|122|110|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,381|56|47|56|64|53|62|43|,439|70|64|63|59|56|60|67|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,381|56|47|56|64|53|62|43|,439|70|64|63|59|56|60|67|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,820,0,381,806|157|80|126|141|150|100|52|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1626|283|191|245|264|259|222|162|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1626|283|191|245|264|259|222|162|,820|126|111|119|123|109|122|110|,806|157|80|126|141|150|100|52|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,806|134|103|128|125|134|104|78|,158|31|21|26|23|27|16|14|,648|103|82|102|102|107|88|64|,20|20|20|20|20|20|20|20|,0.8598765615704937|0.8633629377676997|0.8539485431377323|0.8571075489019138|0.8486681208275497|0.8573562831411498|0.8558351249664068|0.8522727272727273|,0.8560975609756097|0.8452380952380952|0.8693693693693694|0.8739495798319328|0.8821138211382114|0.8577981651376146|0.819672131147541|0.8454545454545455|,0.04390243902439024,0.054878048780487805,0.200609756097561,0.16890243902439026,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820|126|111|119|123|109|122|110|,103|82|102|102|107|88|64|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,44|51|47|47|37|45|37|,0|0|0|0|0|0|0|,0,0,0,0,0,0
61,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8858024691358025,648|103|82|102|102|107|88|64|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,334|64|42|43|56|57|45|27|,314|39|40|59|46|50|43|37|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,648,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,648|103|82|102|102|107|88|64|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,648|103|82|102|102|107|88|64|,0|0|0|0|0|0|0|0|,648|103|82|102|102|107|88|64|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,648|103|82|102|102|107|88|64|,74|12|12|13|11|9|9|8|,574|91|70|89|91|98|79|56|,20|20|20|20|20|20|20|18|,0.8637521909769852|0.8616269205391649|0.8580829863176681|0.8605824682814303|0.8685121107266436|0.8465368154423967|0.8529183884297521|0.83575439453125|,0.8942901234567902|0.912621359223301|0.8841463414634146|0.8970588235294118|0.9166666666666666|0.8598130841121495|0.9090909090909091|0.875|,0.031635802469135804,0.05324074074074074,0.2013888888888889,0.17592592592592593,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648|103|82|102|102|107|88|64|,91|70|89|91|98|79|56|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
62,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2.0557491289198606,574|91|70|89|91|98|79|56|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,298|58|37|37|51|52|39|24|,276|33|33|52|40|46|40|32|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,298|58|37|37|51|52|39|24|,276|33|33|52|40|46|40|32|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,574,0,298,1926|442|217|208|403|350|181|125|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2500|533|287|297|494|448|260|181|,575|233|0|0|194|148|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1927|300|287|297|302|300|260|181|,454|49|70|89|47|64|79|56|,1473|251|217|208|255|236|181|125|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1473|238|191|217|256|196|195|180|,293|41|44|44|48|46|37|33|,1180|197|147|173|208|150|158|147|,20|20|20|20|20|20|20|18|,0.8632783571489273|0.8575051322304069|0.8615306122448979|0.8593611917687161|0.8658676488346817|0.8460016659725115|0.8491828232655023|0.8361766581632653|,0.8885017421602788|0.9010989010989011|0.8785714285714286|0.8876404494382022|0.9175824175824175|0.8469387755102041|0.9113924050632911|0.875|,0.03571428571428571,0.05226480836236934,0.19686411149825783,0.17857142857142858,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574|91|70|89|91|98|79|56|,197|147|173|208|150|158|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,92|70|96|102|68|78|94|,0|0|0|0|0|0|0|,0,0,0,0,0,0
63,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8923728813559322,1180|197|147|173|208|150|158|147|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,589|108|64|90|110|66|80|71|,591|89|83|83|98|84|78|76|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0,1180,0,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1180|197|147|173|208|150|158|147|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1180|197|147|173|208|150|158|147|,0|0|0|0|0|0|0|0|,1180|197|147|173|208|150|158|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1180|197|147|173|208|150|158|147|,127|16|11|16|26|17|21|20|,1053|181|136|157|182|133|137|127|,20|20|20|20|20|20|20|20|,0.8631309250215455|0.8531461774330696|0.8603591096302466|0.8622656954793011|0.8639111039201184|0.8536444444444444|0.8541399615446242|0.8512193993243555|,0.8533898305084746|0.8756345177664975|0.8469387755102041|0.8236994219653179|0.875|0.8466666666666667|0.8575949367088608|0.8367346938775511|,0.03728813559322034,0.05423728813559322,0.20889830508474577,0.17203389830508475,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180|197|147|173|208|150|158|147|,181|136|157|182|133|137|127|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0,0,0,0,0,0
64,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.150997150997151,1053|181|136|157|182|133|137|127|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,516|98|58|79|94|58|70|59|,537|83|78|78|88|75|67|68|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,516|98|58|79|94|58|70|59|,537|83|78|78|88|75|67|68|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1053,0,516,2672|470|292|458|474|379|329|270|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3725|651|428|615|656|512|466|397|,1625|351|128|315|356|212|166|97|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2098|300|300|298|300|300|300|300|,590|79|96|73|75|81|93|93|,1508|221|204|225|225|219|207|207|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1508|216|187|247|236|216|200|206|,296|55|34|35|57|36|37|42|,1212|161|153|212|179|180|163|164|,20|20|20|20|20|20|20|20|,0.8638315976872482|0.8538658771099783|0.8605779628027681|0.8610389873828552|0.86539971017993|0.8559980779015207|0.8534418455964623|0.8521452042904086|,0.8561253561253561|0.8839779005524862|0.8566176470588235|0.8248407643312102|0.8873626373626373|0.8345864661654135|0.8503649635036497|0.8385826771653543|,0.03608736942070275,0.05270655270655271,0.2094017094017094,0.17094017094017094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053|181|136|157|182|133|137|127|,161|153|212|179|180|163|164|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,88|75|118|82|86|86|75|,0|0|0|0|0|0|0|,0,0,0,0,0,0
